location,no,size_type,pod,weight,vessel_name_in,voyage_in,vessel_name_out,voyage_out
*1U0140402,HJCU1200449,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140403,HJCU1090758,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140404,HJCU1228019,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140405,HJCU1682124,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140501,HJCU1127482,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140502,HJCU1196858,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140503,HJCU1693704,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140504,HJCU1194557,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140505,HJCU1213575,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140601,HJCU1707388,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140602,HJCU1197031,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140603,HJCU1709122,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140604,HJCU1294788,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140605,HJCU1179510,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140701,HJCU1225956,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140702,HJCU1682232,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140703,HJCU1288701,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140704,HJCU1031610,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140705,HJCU1682166,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140801,HJCU1706632,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140802,HJCU1299579,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140803,HJCU1199857,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140804,HJCU1691595,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140805,HJCU1226546,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140901,HJCU1084890,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140902,HJCU1173852,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140903,HJCU1308310,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140904,HJCU1199944,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0140905,HJCU1323443,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0141001,HJCU1172075,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0141002,HJCU1294303,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0141003,HJCU1173488,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0141004,HJCU1163957,45G1,CNNBO,4200,HJSRJ,NB054W,,
*1U0170101,CBHU5807363,23GP,CNJIN,2300,,,COSTB,142N
*1U0170102,CSLU1554165,23GP,CNJIN,2300,,,COSTB,142N
*1U0170103,CSLU1333689,23GP,CNJIN,2300,,,COSTB,142N
*1U0170201,CSLU1685205,23GP,CNJIN,2300,,,COSTB,142N
*1U0170202,MAGU2424194,23GP,CNJIN,2300,,,COSTB,142N
*1U0170203,TCKU3053155,23GP,CNJIN,2300,,,COSTB,142N
*1U0170204,CCLU3706712,23GP,CNJIN,2300,,,COSTB,142N
*1U0170301,CSLU1199501,23GP,CNJIN,2300,,,COSTB,142N
*1U0170302,GESU3930962,23GP,CNJIN,2300,,,COSTB,142N
*1U0170303,CSLU1544953,23GP,CNJIN,2300,,,COSTB,142N
*1U0170304,CSLU1127862,23GP,CNJIN,2300,,,COSTB,142N
*1U0170305,CSNU1111354,23GP,CNJIN,2300,,,COSTB,142N
*1U0170401,DFSU1330422,23GP,CNJIN,2300,,,COSTB,142N
*1U0170402,BEAU2249617,23GP,CNJIN,2300,,,COSTB,142N
*1U0170403,GLDU9596170,23GP,CNJIN,2300,,,COSTB,142N
*1U0170404,CSLU1296097,23GP,CNJIN,2300,,,COSTB,142N
*1U0170405,FCIU5837031,23GP,CNJIN,2300,,,COSTB,142N
*1U0170501,GLDU9372801,23GP,CNJIN,2300,,,COSTB,142N
*1U0170502,CBHU4282795,23GP,CNJIN,2300,,,COSTB,142N
*1U0170503,FCIU5811206,23GP,CNJIN,2300,,,COSTB,142N
*1U0170504,CSLU2280840,23GP,CNJIN,2300,,,COSTB,142N
*1U0170505,CSLU1383078,23GP,CNJIN,2300,,,COSTB,142N
*1U0170601,CSLU1919957,23GP,CNJIN,2300,,,COSTB,142N
*1U0170602,CBHU5556988,23GP,CNJIN,2300,,,COSTB,142N
*1U0170603,DFSU2334171,23GP,CNJIN,2300,,,COSTB,142N
*1U0170604,CXDU1265622,23GP,CNJIN,2300,,,COSTB,142N
*1U0170605,CSLU1316043,23GP,CNJIN,2300,,,COSTB,142N
*1U0170701,CSLU1135718,23GP,CNJIN,2300,,,COSTB,142N
*1U0170702,TEMU3997252,23GP,CNJIN,2300,,,COSTB,142N
*1U0170703,TGHU1679167,23GP,CNJIN,2300,,,COSTB,142N
*1U0170704,CCLU3438538,23GP,CNJIN,2300,,,COSTB,142N
*1U0170705,CBHU5683149,23GP,CNJIN,2300,,,COSTB,142N
*1U0170801,CSLU2072574,23GP,CNJIN,2300,,,COSTB,142N
*1U0170802,CBHU5729790,23GP,CNJIN,2300,,,COSTB,142N
*1U0170803,CBHU4111956,23GP,CNJIN,2300,,,COSTB,142N
*1U0170804,FCIU4753975,23GP,CNJIN,2300,,,COSTB,142N
*1U0170805,DFSU1545708,23GP,CNJIN,2300,,,COSTB,142N
*1U0170901,CXDU1431169,23GP,CNJIN,2300,,,COSTB,142N
*1U0170902,CSLU1665240,23GP,CNJIN,2300,,,COSTB,142N
*1U0170903,CSLU1696236,23GP,CNJIN,2300,,,COSTB,142N
*1U0170904,CSLU1426246,23GP,CNJIN,2300,,,COSTB,142N
*1U0170905,BSIU2165542,23GP,CNJIN,2300,,,COSTB,142N
*1U0171001,UETU2522963,23GP,CNJIN,2300,,,COSTB,142N
*1U0171002,CCLU3437043,23GP,CNJIN,2300,,,COSTB,142N
*1U0171003,TEMU2668273,23GP,CNJIN,2300,,,COSTB,142N
*1U0171004,UETU2534352,23GP,CNJIN,2300,,,COSTB,142N
*1U0200101,SEGU5511208,45G1,CNNBO,4200,UASTI,002E,,
*1U0200102,TCNU2321113,45G1,CNNBO,4200,UASTI,002E,,
*1U0200103,YMMU6088193,45G1,CNNBO,4200,UASTI,002E,,
*1U0200201,TEMU7067742,45G1,CNNBO,4200,UASTI,002E,,
*1U0200202,TCNU3039640,45G1,CNNBO,4200,UASTI,002E,,
*1U0200203,SEGU6179968,45G1,CNNBO,4200,UASTI,002E,,
*1U0200204,TCNU3650962,45G1,CNNBO,4200,UASTI,002E,,
*1U0200301,FSCU8018448,45G1,CNNBO,4200,UASTI,002E,,
*1U0200302,TGHU6696830,45G1,CNNBO,4200,UASTI,002E,,
*1U0200303,YMLU8757416,45G1,CNNBO,4200,UASTI,002E,,
*1U0200304,YMLU8816530,45G1,CNNBO,4200,UASTI,002E,,
*1U0200305,TCNU3538968,45G1,CNNBO,4200,UASTI,002E,,
*1U0200401,YMLU8538911,45G1,CNNBO,4200,UASTI,002E,,
*1U0200402,YMLU8972424,45G1,CNNBO,4200,UASTI,002E,,
*1U0200403,YMMU6021266,45G1,CNNBO,4200,UASTI,002E,,
*1U0200404,TEMU8602993,45G1,CNNBO,4200,UASTI,002E,,
*1U0200405,YMLU8518664,45G1,CNNBO,4200,UASTI,002E,,
*1U0200501,BMOU6147644,45G1,CNNBO,4200,UASTI,002E,,
*1U0200502,TEMU6071645,45G1,CNNBO,4200,UASTI,002E,,
*1U0200503,MAGU5664795,45G1,CNNBO,4200,UASTI,002E,,
*1U0200504,YMMU6108690,45G1,CNNBO,4200,UASTI,002E,,
*1U0200505,YMLU8723273,45G1,CNNBO,4200,UASTI,002E,,
*1U0200601,YMLU8497704,45G1,CNNBO,4200,UASTI,002E,,
*1U0200602,BMOU5710630,45G1,CNNBO,4200,UASTI,002E,,
*1U0200603,YMLU8743080,45G1,CNNBO,4200,UASTI,002E,,
*1U0200604,YMLU8608217,45G1,CNNBO,4200,UASTI,002E,,
*1U0200605,SEGU4311904,45G1,CNNBO,4200,UASTI,002E,,
*1U0200701,YMLU8833413,45G1,CNNBO,4200,UASTI,002E,,
*1U0200702,SEGU5057501,45G1,CNNBO,4200,UASTI,002E,,
*1U0200703,YMLU8736352,45G1,CNNBO,4200,UASTI,002E,,
*1U0200704,YMLU8694690,45G1,CNNBO,4200,UASTI,002E,,
*1U0200705,TEMU7022096,45G1,CNNBO,4200,UASTI,002E,,
*1U0200801,TCNU2181460,45G1,CNNBO,4200,UASTI,002E,,
*1U0200802,TCNU2181829,45G1,CNNBO,4200,UASTI,002E,,
*1U0200803,SEGU4039484,45G1,CNNBO,4200,UASTI,002E,,
*1U0200804,TCNU3391711,45G1,CNNBO,4200,UASTI,002E,,
*1U0200805,YMLU8757761,45G1,CNNBO,4200,UASTI,002E,,
*1U0200901,YMLU8940860,45G1,CNNBO,4200,UASTI,002E,,
*1U0200902,YMLU8647785,45G1,CNNBO,4200,UASTI,002E,,
*1U0200903,SEGU5302790,45G1,CNNBO,4200,UASTI,002E,,
*1U0200904,BEAU4499873,45G1,CNNBO,4200,UASTI,002E,,
*1U0200905,TCNU3669335,45G1,CNNBO,4200,UASTI,002E,,
*1U0201001,YMLU8331924,45G1,CNNBO,4200,UASTI,002E,,
*1U0201002,MAGU5761239,45G1,CNNBO,4200,UASTI,002E,,
*1U0201003,YMLU8666928,45G1,CNNBO,4200,UASTI,002E,,
*1U0201004,BMOU6328998,45G1,CNNBO,4200,UASTI,002E,,
*1U0230101,UETU2162492,23GP,CNJIN,2300,,,COSTB,142N
*1U0230102,TCKU1000644,23GP,CNJIN,2300,,,COSTB,142N
*1U0230103,CBHU5513158,23GP,CNJIN,2300,,,COSTB,142N
*1U0230201,CCLU3340984,23GP,CNJIN,2300,,,COSTB,142N
*1U0230202,FCIU4800254,23GP,CNJIN,2300,,,COSTB,142N
*1U0230203,CSNU1066954,23GP,CNJIN,2300,,,COSTB,142N
*1U0230204,TEMU3265740,23GP,CNJIN,2300,,,COSTB,142N
*1U0230301,TGHU3256035,23GP,CNJIN,2300,,,COSTB,142N
*1U0230302,CSLU1424264,23GP,CNJIN,2300,,,COSTB,142N
*1U0230303,CBHU5808550,23GP,CNJIN,2300,,,COSTB,142N
*1U0230304,DFSU1549663,23GP,CNJIN,2300,,,COSTB,142N
*1U0230305,CXDU1287112,23GP,CNJIN,2300,,,COSTB,142N
*1U0230401,CBHU3976261,23GP,CNJIN,2300,,,COSTB,142N
*1U0230402,DFSU2455980,23GP,CNJIN,2300,,,COSTB,142N
*1U0230403,UETU2478201,23GP,CNJIN,2300,,,COSTB,142N
*1U0230404,SLSU2024677,23GP,CNJIN,2300,,,COSTB,142N
*1U0230405,GVCU2163719,23GP,CNJIN,2300,,,COSTB,142N
*1U0230501,CSLU1069806,23GP,CNJIN,2300,,,COSTB,142N
*1U0230502,DFSU1126743,23GP,CNJIN,2300,,,COSTB,142N
*1U0230503,CCLU3820509,23GP,CNJIN,2300,,,COSTB,142N
*1U0230504,FCIU4853300,23GP,CNJIN,2300,,,COSTB,142N
*1U0230505,TRHU2046442,23GP,CNJIN,2300,,,COSTB,142N
*1U0230601,CBHU4053187,23GP,CNJIN,2300,,,COSTB,142N
*1U0230602,CBHU3570539,23GP,CNJIN,2300,,,COSTB,142N
*1U0230603,CBHU5731885,23GP,CNJIN,2300,,,COSTB,142N
*1U0230604,DFSU1153266,23GP,CNJIN,2300,,,COSTB,142N
*1U0230605,TEMU4838975,23GP,CNJIN,2300,,,COSTB,142N
*1U0230701,CXDU1494932,23GP,CNJIN,2300,,,COSTB,142N
*1U0230702,BSIU2884382,23GP,CNJIN,2300,,,COSTB,142N
*1U0230703,TGHU0414944,23GP,CNJIN,2300,,,COSTB,142N
*1U0230704,FCIU5267983,23GP,CNJIN,2300,,,COSTB,142N
*1U0230705,CSLU1289924,23GP,CNJIN,2300,,,COSTB,142N
*1U0230801,UETU2539230,23GP,CNJIN,2300,,,COSTB,142N
*1U0230802,DFSU1087328,23GP,CNJIN,2300,,,COSTB,142N
*1U0230803,TEMU3512789,23GP,CNJIN,2300,,,COSTB,142N
*1U0230804,BSIU2833662,23GP,CNJIN,2300,,,COSTB,142N
*1U0230805,CCLU2881069,23GP,CNJIN,2300,,,COSTB,142N
*1U0230901,BSIU2668110,23GP,CNJIN,2300,,,COSTB,142N
*1U0230902,DFSU1356962,23GP,CNJIN,2300,,,COSTB,142N
*1U0230903,CAXU6944505,23GP,CNJIN,2300,,,COSTB,142N
*1U0230904,CCLU3721039,23GP,CNJIN,2300,,,COSTB,142N
*1U0230905,BSIU2654836,23GP,CNJIN,2300,,,COSTB,142N
*1U0231001,CSLU1210391,23GP,CNJIN,2300,,,COSTB,142N
*1U0231002,CBHU3993654,23GP,CNJIN,2300,,,COSTB,142N
*1U0231003,TEMU4870215,23GP,CNJIN,2300,,,COSTB,142N
*1U0231004,CBHU4406999,23GP,CNJIN,2300,,,COSTB,142N
*1U0250101,KKTU7855886,22G0,CNNBO,2300,UASTI,002E,,
*1U0250102,KKTU7993123,22G0,CNNBO,2300,UASTI,002E,,
*1U0250103,BSIU2219649,22G0,CNNBO,2300,UASTI,002E,,
*1U0250201,TCKU3299513,22G0,CNNBO,2300,UASTI,002E,,
*1U0250202,KKTU7783132,22G0,CNNBO,2300,UASTI,002E,,
*1U0250203,KKTU8157175,22G0,CNNBO,2300,UASTI,002E,,
*1U0250204,TRHU2871480,22G0,CNNBO,2300,UASTI,002E,,
*1U0250301,KKTU7154187,22G0,CNNBO,2300,UASTI,002E,,
*1U0250302,KKTU7944216,22G0,CNNBO,2300,UASTI,002E,,
*1U0250303,KKTU7949326,22G0,CNNBO,2300,UASTI,002E,,
*1U0250304,TCKU3062769,22G0,CNNBO,2300,UASTI,002E,,
*1U0250305,KKTU8261657,22G0,CNNBO,2300,UASTI,002E,,
*1U0250401,GESU3826578,22G0,CNNBO,2300,UASTI,002E,,
*1U0250402,KKTU8118306,22G0,CNNBO,2300,UASTI,002E,,
*1U0250403,KKTU7983423,22G0,CNNBO,2300,UASTI,002E,,
*1U0250404,OCGU2086350,22G0,CNNBO,2300,UASTI,002E,,
*1U0250405,KKTU7729466,22G0,CNNBO,2300,UASTI,002E,,
*1U0250501,KKTU7487845,22G0,CNNBO,2300,UASTI,002E,,
*1U0250502,KKTU7744331,22G0,CNNBO,2300,UASTI,002E,,
*1U0250503,KKTU7986382,22G0,CNNBO,2300,UASTI,002E,,
*1U0250504,GLDU9316834,22G0,CNNBO,2300,UASTI,002E,,
*1U0250505,KKTU8193871,22G0,CNNBO,2300,UASTI,002E,,
*1U0250601,KKTU7627470,22G0,CNNBO,2300,UASTI,002E,,
*1U0250602,KKTU7789892,22G0,CNNBO,2300,UASTI,002E,,
*1U0250603,CAIU3385607,22G0,CNNBO,2300,UASTI,002E,,
*1U0250604,TCKU1401101,22G0,CNNBO,2300,UASTI,002E,,
*1U0250605,BSIU3092456,22G0,CNNBO,2300,UASTI,002E,,
*1U0250701,BSIU2920896,22G0,CNNBO,2300,UASTI,002E,,
*1U0250702,KKTU8049817,22G0,CNNBO,2300,UASTI,002E,,
*1U0250703,TEMU2823256,22G0,CNNBO,2300,UASTI,002E,,
*1U0250704,TCKU2026920,22G0,CNNBO,2300,UASTI,002E,,
*1U0250705,AKLU6010421,22G0,CNNBO,2300,UASTI,002E,,
*1U0250801,TRHU1850461,22G0,CNNBO,2300,UASTI,002E,,
*1U0250802,GLDU9387925,22G0,CNNBO,2300,UASTI,002E,,
*1U0250803,CAIU6078311,22G0,CNNBO,2300,UASTI,002E,,
*1U0250804,GESU1051692,22G0,CNNBO,2300,UASTI,002E,,
*1U0250805,KKTU7710882,22G0,CNNBO,2300,UASTI,002E,,
*1U0250901,DFSU2033901,22G0,CNNBO,2300,UASTI,002E,,
*1U0250902,TCKU3344090,22G0,CNNBO,2300,UASTI,002E,,
*1U0250903,KKTU8084166,22G0,CNNBO,2300,UASTI,002E,,
*1U0250904,KKTU8051331,22G0,CNNBO,2300,UASTI,002E,,
*1U0250905,BSIU2935704,22G0,CNNBO,2300,UASTI,002E,,
*1U0251001,TCLU3546668,22G0,CNNBO,2300,UASTI,002E,,
*1U0251002,GLDU9672250,22G0,CNNBO,2300,UASTI,002E,,
*1U0251003,TCKU2502734,22G0,CNNBO,2300,UASTI,002E,,
*1U0270101,CSLU1358780,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270102,FCIU5920906,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270103,CSLU1069107,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270201,CBHU5758675,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270202,TRHU1420389,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270203,CBHU4079469,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270204,CSLU2145120,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270301,BSIU2822950,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270302,CSLU1250645,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270303,UETU2210651,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270304,CBHU3962864,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270305,CBHU5523177,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270401,CSLU2358892,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270402,CSLU2148290,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270403,FCIU4956798,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270404,TEMU3086600,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270405,DFSU2915134,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270501,DFSU1179255,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270502,SEGU2839512,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270503,CBHU3933444,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270504,BMOU1031158,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270505,TEMU2665680,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270601,FCIU5035838,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270602,CSLU1281287,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270603,CSNU1156554,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270604,CSLU1093356,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270605,CBHU5752975,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270701,TTNU2434196,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270702,TEMU3723349,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270703,TEMU3574163,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270704,TEMU5795142,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270705,CBHU3990207,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270801,CSNU1085933,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270802,CAIU3529746,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270803,CSLU1944796,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270804,SEGU2030425,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270805,CSLU2060450,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270901,TCLU7612304,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270902,DFSU1720246,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0270903,TEMU0103133,22G0,CNNBO,2300,EVGSA,202BE,,
*1U0370101,TRHU3444414,23GP,CNJIN,2300,,,COSTB,142N
*1U0370102,CSLU2047680,23GP,CNJIN,2300,,,COSTB,142N
*1U0370103,TCKU2564438,23GP,CNJIN,2300,,,COSTB,142N
*1U0370201,TCKU2545335,23GP,CNJIN,2300,,,COSTB,142N
*1U0370202,CSLU2253037,23GP,CNJIN,2300,,,COSTB,142N
*1U0370203,FCIU5215980,23GP,CNJIN,2300,,,COSTB,142N
*1U0370204,CSLU1155669,23GP,CNJIN,2300,,,COSTB,142N
*1U0370301,CXDU1443513,23GP,CNJIN,2300,,,COSTB,142N
*1U0370302,BMOU2691650,23GP,CNJIN,2300,,,COSTB,142N
*1U0370303,FCIU5416557,23GP,CNJIN,2300,,,COSTB,142N
*1U0370304,CXDU1188568,23GP,CNJIN,2300,,,COSTB,142N
*1U0370305,CBHU5805165,23GP,CNJIN,2300,,,COSTB,142N
*1U0370401,CBHU5932874,23GP,CNJIN,2300,,,COSTB,142N
*1U0370402,BMOU2719823,23GP,CNJIN,2300,,,COSTB,142N
*1U0370403,CCLU3867065,23GP,CNJIN,2300,,,COSTB,142N
*1U0370404,CSLU1445652,23GP,CNJIN,2300,,,COSTB,142N
*1U0370405,TRLU9113920,23GP,CNJIN,2300,,,COSTB,142N
*1U0370501,CCLU2857041,23GP,CNJIN,2300,,,COSTB,142N
*1U0370502,TRHU3873614,23GP,CNJIN,2300,,,COSTB,142N
*1U0370503,CBHU4448314,23GP,CNJIN,2300,,,COSTB,142N
*1U0370504,CSLU2268931,23GP,CNJIN,2300,,,COSTB,142N
*1U0370505,DFSU1226167,23GP,CNJIN,2300,,,COSTB,142N
*1U0370601,GESU3923222,23GP,CNJIN,2300,,,COSTB,142N
*1U0370602,CSLU1156520,23GP,CNJIN,2300,,,COSTB,142N
*1U0370603,CBHU5644116,23GP,CNJIN,2300,,,COSTB,142N
*1U0370604,FCIU5484269,23GP,CNJIN,2300,,,COSTB,142N
*1U0370605,CSLU1348816,23GP,CNJIN,2300,,,COSTB,142N
*1U0370701,CSLU1177225,23GP,CNJIN,2300,,,COSTB,142N
*1U0370702,CSLU1123276,23GP,CNJIN,2300,,,COSTB,142N
*1U0370703,CAIU3010853,23GP,CNJIN,2300,,,COSTB,142N
*1U0370704,TRHU1649924,23GP,CNJIN,2300,,,COSTB,142N
*1U0370705,DFSU1627540,23GP,CNJIN,2300,,,COSTB,142N
*1U0370801,CSLU2203545,23GP,CNJIN,2300,,,COSTB,142N
*1U0370802,CBHU4399312,23GP,CNJIN,2300,,,COSTB,142N
*1U0370803,CBHU3475038,23GP,CNJIN,2300,,,COSTB,142N
*1U0370804,CBHU4161833,23GP,CNJIN,2300,,,COSTB,142N
*1U0370805,DFSU2894685,23GP,CNJIN,2300,,,COSTB,142N
*1U0370901,CCLU3729554,23GP,CNJIN,2300,,,COSTB,142N
*1U0370902,CSLU2356009,23GP,CNJIN,2300,,,COSTB,142N
*1U0370903,CSLU1186274,23GP,CNJIN,2300,,,COSTB,142N
*1U0370904,CBHU5871974,23GP,CNJIN,2300,,,COSTB,142N
*1U0370905,CCLU2911158,23GP,CNJIN,2300,,,COSTB,142N
*1U0371001,CSLU1321815,23GP,CNJIN,2300,,,COSTB,142N
*1U0371002,FCIU5921522,23GP,CNJIN,2300,,,COSTB,142N
*1U0371003,FCIU5078090,23GP,CNJIN,2300,,,COSTB,142N
*1U0371004,CCLU3978027,23GP,CNJIN,2300,,,COSTB,142N
*1U0390101,TCKU2490654,23GP,,2300,,,,
*1U0390102,TEMU3437767,23GP,,2300,,,,
*1U0390103,TTNU2435700,23GP,,2300,,,,
*1U0390201,CCLU3315390,23GP,,2300,,,,
*1U0390202,TEMU0686977,23GP,,2300,,,,
*1U0390203,TCKU3496370,23GP,,2300,,,,
*1U0390204,TGHU0347933,23GP,,2300,,,,
*1U0390301,CSLU1170724,23GP,,2300,,,,
*1U0390302,CSLU1685273,23GP,,2300,,,,
*1U0390303,FCIU5280199,23GP,,2300,,,,
*1U0390304,CCLU3720480,23GP,,2300,,,,
*1U0390305,TEMU2666028,23GP,,2300,,,,
*1U0390401,TEMU3061561,23GP,,2300,,,,
*1U0390402,CBHU5767527,23GP,,2300,,,,
*1U0390403,CSLU1976495,23GP,,2300,,,,
*1U0390404,CBHU5953481,23GP,,2300,,,,
*1U0390405,TEMU4838804,23GP,,2300,,,,
*1U0390501,CSLU1410260,23GP,,2300,,,,
*1U0390502,CAIU6011010,23GP,,2300,,,,
*1U0390503,CCLU2851260,23GP,,2300,,,,
*1U0390504,CBHU3533094,23GP,,2300,,,,
*1U0390505,FCIU5212764,23GP,,2300,,,,
*1U0390601,SEGU2879958,23GP,,2300,,,,
*1U0390602,TCLU7606826,23GP,,2300,,,,
*1U0390603,CSLU2368118,23GP,,2300,,,,
*1U0390604,CLHU2477817,23GP,,2300,,,,
*1U0390605,CBHU5947771,23GP,,2300,,,,
*1U0390701,TEMU2948119,23GP,,2300,,,,
*1U0390702,BMOU2894240,23GP,,2300,,,,
*1U0390703,CBHU4441310,23GP,,2300,,,,
*1U0390704,TEMU4833119,23GP,CNDAL,2300,,,COSTB,142N
*1U0390705,TEMU4087766,23GP,CNDAL,2300,,,COSTB,142N
*1U0390801,TEMU3573207,23GP,CNDAL,2300,,,COSTB,142N
*1U0390802,BMOU2911163,23GP,CNDAL,2300,,,COSTB,142N
*1U0390803,CBHU5530957,23GP,CNDAL,2300,,,COSTB,142N
*1U0390804,TCKU2561552,23GP,CNDAL,2300,,,COSTB,142N
*1U0390805,BSIU2673780,23GP,CNDAL,2300,,,COSTB,142N
*1U0390901,CBHU5850544,23GP,CNDAL,2300,,,COSTB,142N
*1U0390902,CSNU1223652,23GP,CNDAL,2300,,,COSTB,142N
*1U0390903,CBHU5975639,23GP,CNDAL,2300,,,COSTB,142N
*1U0390904,FCIU5055794,23GP,CNDAL,2300,,,COSTB,142N
*1U0390905,DFSU1694506,23GP,CNDAL,2300,,,COSTB,142N
*1U0391001,CBHU5909323,23GP,CNDAL,2300,,,COSTB,142N
*1U0391002,CCLU3487717,23GP,CNDAL,2300,,,COSTB,142N
*1U0391003,CSLU1374414,23GP,CNDAL,2300,,,COSTB,142N
*1U0391004,CSLU1156243,23GP,CNDAL,2300,,,COSTB,142N
*1U0410101,EITU0324955,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410102,TCLU3623574,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410103,EISU2210834,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410201,TCLU3671470,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410202,TCLU3373562,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410203,EITU0149702,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410204,EMCU3757192,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410301,EITU0186368,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410302,EISU2240021,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410303,TGHU0743997,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410304,BEAU2509967,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410305,GLDU9559304,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410401,DRYU2684707,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410402,TGHU3707530,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410403,LTIU3033901,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410404,DRYU2303800,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410405,TCLU2784379,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410501,TGHU0309867,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410502,EMCU6064611,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410503,EGSU3055390,22G1,CNJIN,2300,CMAGO,054FM,,
*1U0410504,TCLU3879782,22G1,CNJIN,2300,CMAGO,054FM,,
